Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"Tor-RD1H2026-97-4","St Clair Ave E","St Clair Ave E 15 m East of Pengelly Crt to 23 m East of Pengelly Crt","SCARBOROUGH","43.713330","-79.275410","Major Arterial Road","1","0","Toronto Hydro","1775152526000","1775825992000","1780318800000","1782849600000","Weekdays","0","","","Toronto Hydro","Tristar Electric Inc.","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Pengelly Crt","Pengelly Crt","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.275410,43.713330],[-79.275320,43.713350]","High","None"
"Tor-RD1S2026-11","Lombard St","Lombard St 7 m West of Church St to 4 m East of Barbed Wire Lane","TORONTO","43.651790","-79.375280","Local Road","1","0","Storage of materials and equipment","1768939239000","1775752119000","1775707200000","1780286340000","Continuous","0","","","Storage of materials and equipment","Madison Group","Storage of materials and equipment","Toronto-TMC: Form 1SOP - Application for work requiring a SOP (Street occupation permit)
Permit Status: Approved","No","Church St","Barbed Wire Lane","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.375280,43.651790],[-79.375690,43.651700]","Low","Low"
"Tor-RD1S2026-447","Bond St","Bond St 10 m North of Ln S Gould E Bond to 9 m South of Gould St","TORONTO","43.657450","-79.378790","Local Road","1","0","Walk-through/staging scaffold","1775744002000","1775744002000","1775707200000","1782878340000","Continuous","0","","","Walk-through/staging scaffold","Pomerleau Inc","Walk-through/staging scaffold","Toronto-TMC: Form 1SOP - Application for work requiring a SOP (Street occupation permit)
Permit Status: Approved","No","Ln S Gould E Bond","Gould St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.378790,43.657450],[-79.378960,43.657880]","Low","Low"
"Tor-RD042026-411","Edgeware Dr","Edgeware Dr 3 m Southwest of Brown's Line to 11 m East of Foch Ave","ETOBICOKE","43.594000","-79.542030","Local Road","1","0","Metrolinx","1775622641000","1775622641000","1775188800000","1782792000000","Continuous","0","","","Metrolinx","EllisDon Infrastructure LSW RER Inc.","Metrolinx","Toronto-TMC: Construction laydown, access to rail corridor, project site office and parking.","No","Brown's Line","Foch Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.542030,43.594000],[-79.543650,43.593190],[-79.543650,43.593190],[-79.544400,43.592760],[-79.544510,43.592710]","Low","Low"
"Tor-RD032026-33","College St","College St 1 m West of Bay St to 2 m East of Bay St","TORONTO","43.660810","-79.385870","Major Arterial Road","1","0","Toronto Transit Commission","1774634018000","1775181603000","1775181600000","1780300800000","Continuous","0","","","Toronto Transit Commission","Toronto Transit Commission","Toronto Transit Commission","Toronto-TMC: TTC - Overhead Operations - OCS adjustments
Complete rebuild of the Overhead infrastructure (overnight work)
SEL switch reinstatement and new construction (daytime work)
- 1–2 paid duty officers will be secured throughout the overnight construction period
- Daytime SEL pole work will not require TPS support once roadway loop work is complete","No","Bay St","Bay St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.385870,43.660810],[-79.385850,43.660820],[-79.385850,43.660820],[-79.385840,43.660820]","High","High"
"Tor-RD52026-856","Erskine Ave","Erskine Ave 15 m West of Mount Pleasant Rd to 14 m East of Yonge St","TORONTO","43.712580","-79.391920","Local Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1775155643000","1775155643000","1782903600000","1790370000000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","D. Crupi & Sons","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Road reconstruction/resurface, curb/sidewalk replacement","No","Mount Pleasant Rd","Yonge St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.391920,43.712580],[-79.393970,43.712160],[-79.393970,43.712160],[-79.394420,43.712070],[-79.394420,43.712070],[-79.399110,43.711130]","Low","None"
"Tor-RD52026-857","Redpath Ave","Redpath Ave 29 m North of Eglinton Ave E to 13 m South of Erskine Ave","TORONTO","43.708120","-79.392910","Local Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1775155640000","1775155640000","1782903600000","1790370000000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","D. Crupi & Sons","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Road reconstruction/resurface, curb/sidewalk replacement","No","Eglinton Ave E","Erskine Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-17:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.392910,43.708120],[-79.393270,43.709090],[-79.393270,43.709090],[-79.393850,43.710600],[-79.393850,43.710600],[-79.394380,43.711960]","Low","None"
"Tor-RD1H2026-595-1","Tinbury Pl","Tinbury Pl 18 m South of Burrows Hall Blvd to 31 m North of end of road","SCARBOROUGH","43.794680","-79.225230","Local Road","1","0","Toronto Hydro","1775140007000","1775140007000","1775127600000","1781823600000","Continuous","0","","","Toronto Hydro","Valard Construction LP","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Burrows Hall Blvd","road","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.225230,43.794680],[-79.225110,43.794420]","Low","Low"
"Tor-RD042026-326-2","Eglinton Ave W","Eglinton Ave W 18 m East of Martin Grove Rd to 117 m East of Martin Grove Rd","ETOBICOKE","43.674510","-79.562960","Major Arterial Road","1","0","Metrolinx","1774309326000","1775134804000","1775134800000","1780254000000","Continuous","0","","","Metrolinx","West End Connectors","Metrolinx","Toronto-TMC: ECWE : SSOE Martin Grove / Eglinton","No","Martin Grove Rd","Martin Grove Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.562960,43.674510],[-79.561760,43.674720]","High","High"
"Tor-RD042026-326-1","Martin Grove Rd","Martin Grove Rd 2 m North of Eglinton Ave West Trl to 48 m South of Eglinton Ave West Trl","ETOBICOKE","43.674310","-79.563100","Minor Arterial Road","1","0","Metrolinx","1774309326000","1775134804000","1775134800000","1780254000000","Continuous","0","","","Metrolinx","West End Connectors","Metrolinx","Toronto-TMC: ECWE : SSOE Martin Grove / Eglinton","No","Eglinton Ave West Trl","Eglinton Ave West Trl","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.563100,43.674310],[-79.563100,43.674300],[-79.563100,43.674300],[-79.562910,43.673880]","Low","Low"
"Tor-RD1S2026-389","Bathurst St","Bathurst St 68 m North of Dundas St W to 89 m North of Dundas St W","TORONTO","43.652880","-79.406250","Major Arterial Road","1","0","Walk-through/staging scaffold","1774968392000","1774968392000","1774929600000","1798693200000","Continuous","0","","","Walk-through/staging scaffold","EllisDon Corporation","Walk-through/staging scaffold","Toronto-TMC: Form 1SOP - Application for work requiring a SOP (Street occupation permit)
Permit Status: Approved","No","Dundas St W","Dundas St W","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.406250,43.652880],[-79.406320,43.653060]","High","High"
"Tor-RD52026-641-1","Westchester Rd","Westchester Rd 10 m East of Brookhaven Dr to 110 m East of Brookhaven Dr","NORTH YORK","43.698360","-79.493840","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1774637779000","1774954803000","1774954800000","1789254000000","Continuous","0","","","{"tabledata":[{"Option":"Toronto Water"","kore infrastructure group","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Watermain replacement, Local Road Resurfacing and New Sidewalk Construction along westchester road as part of the 25ECS-RD-104LR project.","No","Brookhaven Dr","Brookhaven Dr","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.493840,43.698360],[-79.492650,43.698620]","Low","Low"
"Tor-RD52026-641-3","Westchester Rd","Westchester Rd 54 m Northwest of Parkchester Rd to 6 m Northwest of Parkchester Rd","NORTH YORK","43.698880","-79.491420","Unknown","1","0","{"tabledata":[{"Option":"Toronto Water"","1774637779000","1774954803000","1774954800000","1789254000000","Continuous","0","","","{"tabledata":[{"Option":"Toronto Water"","kore infrastructure group","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Watermain replacement, Local Road Resurfacing and New Sidewalk Construction along westchester road as part of the 25ECS-RD-104LR project.","No","Parkchester Rd","Parkchester Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.491420,43.698880],[-79.491420,43.698880],[-79.491340,43.698870],[-79.491260,43.698850],[-79.491180,43.698810],[-79.491110,43.698780],[-79.491030,43.698730],[-79.490900,43.698650]","Low","Low"
"Tor-RD52026-641-2","Westchester Rd","Westchester Rd 111 m East of Brookhaven Dr to 56 m Northwest of Parkchester Rd","NORTH YORK","43.698620","-79.492640","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1774637779000","1774954803000","1774954800000","1789254000000","Continuous","0","","","{"tabledata":[{"Option":"Toronto Water"","kore infrastructure group","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Watermain replacement, Local Road Resurfacing and New Sidewalk Construction along westchester road as part of the 25ECS-RD-104LR project.","No","Brookhaven Dr","Parkchester Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.492640,43.698620],[-79.491710,43.698820],[-79.491650,43.698830],[-79.491580,43.698850],[-79.491510,43.698870],[-79.491450,43.698870]","Low","Low"
"Tor-RD1S2026-320","Caithness Ave","Caithness Ave 43m South of Glebeholme Blvd","TORONTO","43.683040","-79.335710","Local Road","1","0","Storage of trailer","1774882768000","1774882768000","1774411200000","1780199940000","Continuous","0","","","Storage of trailer","Kore Infrastructure Group","Storage of trailer","Toronto-TMC: Form 1SOP - Application for work requiring a SOP (Street occupation permit)
Permit Status: Approved","No","","","Glebeholme Blvd","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.335710,43.683040]","Low","Low"
"Tor-RD52026-755-1","Highland Ave","Highland Ave 18 m West of Roxborough Dr to Highland Gdns","TORONTO","43.681950","-79.377330","Local Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1774635282000","1774868407000","1774868400000","1782687600000","Continuous","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Returning to complete remaining restoration from watermain installation last year. 

Road recon, milling and paving remaining.","No","Roxborough Dr","Highland Gdns","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.377330,43.681950],[-79.378590,43.681700],[-79.378670,43.681700],[-79.378770,43.681710],[-79.378840,43.681730],[-79.378900,43.681780],[-79.378980,43.681870],[-79.379030,43.681920],[-79.379110,43.681950],[-79.379190,43.681960],[-79.379280,43.681950],[-79.379670,43.681870],[-79.379900,43.681830],[-79.380000,43.681840],[-79.380130,43.681860],[-79.380240,43.681900],[-79.380300,43.681950],[-79.380380,43.682040],[-79.380600,43.682220],[-79.380710,43.682300],[-79.380830,43.682360],[-79.381050,43.682440],[-79.381360,43.682500]","Low","Low"
"Tor-RD52026-755-2","Highland Gdns","Highland Gdns at Highland Ave to 9 m East of end of road","TORONTO","43.682500","-79.381360","Local Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1774635282000","1774868407000","1774868400000","1782687600000","Continuous","0","","","{"tabledata":[{"Option":"Transportation Services"","2489960 Ontario Inc (KORE Infrastructure Group)","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Returning to complete remaining restoration from watermain installation last year. 

Road recon, milling and paving remaining.","No","Highland Ave","road","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.381360,43.682500],[-79.381930,43.682430]","Low","Low"
"Tor-RD1S2026-351","Devonshire Pl","Devonshire Pl 114 m South of Bloor St W to 35 m South of Bloor St W","TORONTO","43.666860","-79.397910","Local Road","1","0","Other","1774529597000","1774843202000","1774843200000","1782878340000","Continuous","0","","","Other","Pomerleau Inc","Other","Toronto-TMC: Form 1SOP - Application for work requiring a SOP (Street occupation permit)
Permit Status: Approved","No","Bloor St W","Bloor St W","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.397910,43.666860],[-79.398180,43.667540]","Low","Low"
"Tor-RD52026-313-1","Scarlett Rd","Scarlett Rd 16 m Northwest of Saxony Cres to 22 m Southeast of Saxony Cres","ETOBICOKE","43.690980","-79.516040","Major Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1773233776000","1774596709000","1773054000000","1787693400000","Continuous","0","","","{"tabledata":[{"Option":"Transportation Services"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Saxony Cres","Saxony Cres","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.516040,43.690980],[-79.515930,43.690850],[-79.515930,43.690850],[-79.515770,43.690690]","High","High"
"Tor-RD52026-313-2","Saxony Cres","Saxony Cres 80 m Southwest of Scarlett Rd to 11 m Southwest of Scarlett Rd","ETOBICOKE","43.690570","-79.516840","Local Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1773233776000","1774596709000","1773054000000","1787693400000","Continuous","0","","","{"tabledata":[{"Option":"Transportation Services"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Scarlett Rd","Scarlett Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.516840,43.690570],[-79.516330,43.690680],[-79.516200,43.690720],[-79.516070,43.690760],[-79.516030,43.690790]","Low","Low"
"Tor-RD022026-47","Adelaide St W","Adelaide St W 55 m West of Duncan St to 32 m East of John St","TORONTO","43.648060","-79.389310","Major Arterial Road","1","0","Long term construction staging","1774548190000","1774548190000","1774411200000","1798779540000","Continuous","0","","","Long term construction staging","Lanterra 263 Adelaide Developments Ltd.","Long term construction staging","Toronto-TMC: Continuous closure of one eastbound lane at 263 Adelaide Street West, and re-routing of sidewalk.","No","Duncan St","John St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.389310,43.648060],[-79.389890,43.647940]","High","High"
"Tor-RD012026-405-1","Dufferin St","Dufferin St 3 m North of Peel Ave to 7 m South of Alma Ave","TORONTO","43.643820","-79.429200","Minor Arterial Road","1","0","Telecommunications","1774548184000","1774548184000","1785762000000","1786737600000","Weekdays","0","","","Telecommunications","Beanfield Technologies Inc.","Telecommunications","Toronto-TMC: Placing new conduit and fibre to service 400 Dufferin St","No","Peel Ave","Alma Ave","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.429200,43.643820],[-79.429350,43.644200],[-79.429350,43.644200],[-79.429490,43.644560]","Low","None"
"Tor-RD012026-405-2","Dufferin St","Dufferin St at Peel Ave to 15 m North of Peel Ave","TORONTO","43.643790","-79.429190","Minor Arterial Road","1","0","Telecommunications","1774548184000","1774548184000","1785762000000","1786737600000","Weekdays","0","","","Telecommunications","Beanfield Technologies Inc.","Telecommunications","Toronto-TMC: Placing new conduit and fibre to service 400 Dufferin St","No","Peel Ave","Peel Ave","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.429190,43.643790],[-79.429240,43.643920]","Low","None"
"Tor-RD52026-368","Craig Alan Crt","Craig Alan Crt 16 m East of Chapman Rd to 6 m Southwest of end of road","ETOBICOKE","43.689070","-79.518430","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773233787000","1774520920000","1773054000000","1788562800000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Chapman Rd","road","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.518430,43.689070],[-79.517810,43.689200],[-79.517750,43.689250]","Low","Low"
"Tor-RD52026-377-1","Korol Ave","Korol Ave 12 m South of Emery Crcl to Emery Crcl","ETOBICOKE","43.695720","-79.536520","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773419294000","1774520918000","1773140400000","1788649200000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Emery Crcl","Emery Crcl","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.536520,43.695720],[-79.536570,43.695820]","Low","Low"
"Tor-RD52026-377-5","Emery Crcl","Emery Crcl 2 m East of Humber Creek Trl to 8 m West of Humber Creek Trl","ETOBICOKE","43.695810","-79.536690","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773419294000","1774520918000","1773140400000","1788649200000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Humber Creek Trl","Humber Creek Trl","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.536690,43.695810],[-79.536710,43.695800],[-79.536710,43.695800],[-79.536800,43.695780]","Low","Low"
"Tor-RD52026-377-4","Emery Crcl","Emery Crcl at Korol Ave to 4 m West of Humber Creek Trl","ETOBICOKE","43.695820","-79.536570","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773419294000","1774520918000","1773140400000","1788649200000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Korol Ave","Humber Creek Trl","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.536570,43.695820],[-79.536710,43.695800],[-79.536710,43.695800],[-79.536760,43.695790]","Low","Low"
"Tor-RD52026-377-3","Korol Ave","Korol Ave 14 m South of Emery Crcl to Emery Crcl","ETOBICOKE","43.695710","-79.536520","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773419294000","1774520918000","1773140400000","1788649200000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Emery Crcl","Emery Crcl","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.536520,43.695710],[-79.536570,43.695820]","Low","Low"
"Tor-RD52026-377-2","Emery Crcl","Emery Crcl at Korol Ave to 17 m East of Korol Ave","ETOBICOKE","43.695820","-79.536570","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773419294000","1774520918000","1773140400000","1788649200000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Korol Ave","Korol Ave","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.536570,43.695820],[-79.536360,43.695860]","Low","Low"
"Tor-RD52026-381","Matane Crt","Matane Crt at end of road to 69 m South of end of road","ETOBICOKE","43.688530","-79.520710","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773419298000","1774520915000","1773140400000","1788562800000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","road","road","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.520710,43.688530],[-79.520750,43.688500],[-79.520750,43.688440],[-79.520630,43.688130],[-79.520600,43.688040],[-79.520590,43.687980],[-79.520620,43.687940],[-79.520700,43.687910],[-79.520710,43.687910]","Low","Low"
"Tor-RD52026-391-4","Drury Lane","Drury Lane 32 m South of Munhall Rd to 76 m South of Munhall Rd","ETOBICOKE","43.689660","-79.525160","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773419959000","1774520912000","1773140400000","1788562800000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Munhall Rd","Munhall Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.525160,43.689660],[-79.525030,43.689350],[-79.525010,43.689330],[-79.524990,43.689290],[-79.524980,43.689290]","Low","Low"
"Tor-RD52026-391-5","Drury Lane","Drury Lane 4 m South of Munhall Rd to 39 m South of Munhall Rd","ETOBICOKE","43.689900","-79.525270","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773419959000","1774520912000","1773140400000","1788562800000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Munhall Rd","Munhall Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.525270,43.689900],[-79.525140,43.689610]","Low","Low"
"Tor-RD52026-391-3","Drury Lane","Drury Lane 95 m Southeast of Munhall Rd to 76 m South of Munhall Rd","ETOBICOKE","43.689330","-79.524450","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773419959000","1774520912000","1773140400000","1788562800000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Munhall Rd","Munhall Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.524450,43.689330],[-79.524840,43.689240],[-79.524910,43.689240],[-79.524960,43.689270],[-79.524990,43.689290]","Low","Low"
"Tor-RD52026-391-2","Drury Lane","Drury Lane 97 m Southeast of Munhall Rd to 82 m North of Chapman Rd","ETOBICOKE","43.689340","-79.524400","Local Road","1","0","{"tabledata":[{"Option":"Other"","1773419959000","1774520912000","1773140400000","1788562800000","Continuous","0","","","{"tabledata":[{"Option":"Other"","Green Infrastructure Partners Inc","{"tabledata":[{"Option":"Other"","Toronto-TMC: Basement Flooding Protection Program, Phase 4, Assignments 36-01, 36-03, 36-06, 36-09, 36-11, and 36-17","No","Munhall Rd","Chapman Rd","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.524400,43.689340],[-79.523840,43.689470],[-79.523720,43.689500],[-79.523650,43.689520],[-79.523610,43.689540],[-79.523590,43.689530],[-79.523580,43.689530]","Low","Low"
