ID,Road,Name,District,RoadClass,Planned,Latitude,Longitude,StartTime,EndTime,MaxImpact,CurrImpact,Type,SubType,DirectionsAffected,WorkEventType,Signing
Tor-RD1S2025-331-1,Sussex Ave,Sussex Ave 24 m East of bpNichol Lane to 3 m East of bpNichol Lane,TORONTO,Local Road,1,43.665310,-79.399530,1757325600000,1790798400000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Other,
Tor-RD1S2025-331-3,bpNichol Lane,bpNichol Lane at Sussex Ave to 29 m North of Sussex Ave,TORONTO,Unknown,1,43.665250,-79.399820,1757325600000,1790798400000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Other,
Tor-RD1H2026-832,Musgrave St,Musgrave St at Victoria Park Ave to 10 m West of Victoria Park Ave,SCARBOROUGH and TORONTO,Local Road,1,43.687940,-79.287000,1781262000000,1781643600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-819,Mount Pleasant Rd,Mount Pleasant Rd 51 m South of Blythwood Ravine Park Trl to 40 m North of Blythwood Rd,TORONTO,Major Arterial Road,1,43.718430,-79.394260,1780570800000,1780952400000,High,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-828,York Mills Rd,York Mills Rd 15 m West of Bayview Ave to 21 m West of Bayview Ave,NORTH YORK,Major Arterial Road,1,43.748020,-79.384340,1780570800000,1780952400000,High,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-800,Lake Shore Blvd W,Lake Shore Blvd W 42 m West of Aquatic Dr to 55 m West of Aquatic Dr,TORONTO,Unknown,1,43.630050,-79.425360,1786971600000,1787256000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD042026-210-3,McCowan Rd,McCowan Rd 85 m North of Hollyhedge Dr to 94 m South of Lawrence Ave E,SCARBOROUGH,Major Arterial Road,1,43.754280,-79.245000,1777633200000,1780261200000,High,High,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD042026-210-2,McCowan Rd,McCowan Rd 15 m North of Lawrence Ave E to 95 m South of West Highland Creek,SCARBOROUGH,Major Arterial Road,1,43.755680,-79.245440,1777633200000,1780261200000,High,High,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD042026-210-1,Lawrence Ave E,Lawrence Ave E 26 m East of Valparaiso Ave to 15 m West of McCowan Rd,SCARBOROUGH,Major Arterial Road,1,43.755330,-79.246450,1777633200000,1780261200000,High,High,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD042026-509,Overlea Blvd,Overlea Blvd 34 m Northeast of Thorncliffe Park Dr to 83 m Northeast of Thorncliffe Park Dr,EAST YORK,Major Arterial Road,1,43.705280,-79.349590,1777608000000,1785556740000,High,High,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD52026-1611,Queens Quay W,Queens Quay W at York St to 17 m Southwest of York St,TORONTO,Minor Arterial Road,1,43.640030,-79.380040,1777608000000,1780200000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD1S2026-508,Ln N Wellington E Blue Jays Way,Ln N Wellington E Blue Jays Way 78 m West of Ln E John S Mercer to 80 m East of Blue Jays Way,TORONTO,Unknown,1,43.645320,-79.390860,1777608000000,1780286340000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Storage of materials and equipment,
Tor-RD042026-379,Simcoe St,Simcoe St 3 m South of Ln S Queen W Simcoe to 3 m South of Queen St W,TORONTO,Local Road,1,43.650250,-79.387270,1775275200000,1798779540000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD52026-1253,Aileen Ave,Aileen Ave 6 m Southwest of Failsworth Ave to 36 m West of Blackthorn Ave,YORK,Local Road,1,43.685270,-79.464810,1777028400000,1792272600000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-1252,Failsworth Ave,Failsworth Ave 3 m Northwest of Kenora Cres to 6 m Southeast of Aileen Ave,YORK,Local Road,1,43.684430,-79.463600,1777028400000,1792272600000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-1398-1,Ln W York S Richmond,Ln W York S Richmond at end of road to 5 m South of Richmond St W,TORONTO,Unknown,1,43.649820,-79.384880,1777287600000,1780268400000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-1398-2,Richmond St W,Richmond St W 14 m East of Ln W York S Richmond to 9 m West of Ln W York S Richmond,TORONTO,Major Arterial Road,1,43.650380,-79.384950,1777287600000,1780268400000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-1463-2,McNicoll Ave,McNicoll Ave 1 m West of Ww E Warden N Mcnicoll to 32 m West of Warden Ave,SCARBOROUGH,Minor Arterial Road,1,43.806450,-79.320540,1777028400000,1781564400000,Low,Low,CONSTRUCTION,,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-1463-1,Warden Ave,Warden Ave 71 m North of McNicoll Ave to 6 m South of Hepc,SCARBOROUGH,Major Arterial Road,1,43.806960,-79.321250,1777028400000,1781564400000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-1464-1,McNicoll Ave,McNicoll Ave 58 m East of Ww E Birchmount N Mcnicoll to 14 m East of 29 Fundy Bay Blvd,SCARBOROUGH,Minor Arterial Road,1,43.808810,-79.310420,1777287600000,1781564400000,Low,Low,CONSTRUCTION,,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-1464-2,Birchmount Rd,Birchmount Rd 5 m North of Hepc to 61 m North of McNicoll Ave,SCARBOROUGH,Major Arterial Road,1,43.807910,-79.310810,1777287600000,1781564400000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD032026-66,Wellington St E,Wellington St E 12 m West of Berczy Park Trl to 4 m West of Berczy Park Trl,TORONTO,Minor Arterial Road,1,43.648280,-79.375370,1785504600000,1785526200000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD52026-1120,Terry Dr,Terry Dr 9 m Northwest of Gaffney Park Trl to 3 m Northwest of Gaffney Park Trl,YORK,Local Road,1,43.672420,-79.486740,1777287600000,1782507600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD042026-501,Don Mills Rd,Don Mills Rd 71 m South of Rochefort Dr to 59 m North of Rochefort Dr,NORTH YORK,Major Arterial Road,1,43.717410,-79.337670,1777244400000,1780286340000,High,High,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD52026-1412-3,Buckingham Ave,Buckingham Ave 3 m West of Wanless Cres to 2 m West of St Ives Ave,TORONTO,Local Road,1,43.726490,-79.390810,1782730800000,1785106800000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-1412-2,Wanless Cres,Wanless Cres 6 m South of Lawrence Ave E to 13 m West of Buckingham Ave,TORONTO,Unknown,1,43.727210,-79.391970,1780225200000,1782687600000,Low,None,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD042026-440,Jane St,Jane St 67 m North of Eglinton Ave West Trl to 6 m North of Eglinton Ave W,YORK,Major Arterial Road,1,43.685240,-79.499070,1776250800000,1785535200000,High,High,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD052025-2754,Jardine Pl,Jardine Pl 1 m Northeast of Celestine Dr to 7 m East of Celestine Dr,ETOBICOKE,Local Road,1,43.687340,-79.557980,1777028400000,1801612800000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"Toronto Water, City Planning",
Tor-RD042026-476,Don Mills Rd,Don Mills Rd 13 m South of St Dennis Dr to 23 m North of Gateway Blvd,NORTH YORK,Major Arterial Road,1,43.716440,-79.337270,1777028400000,1784235600000,High,High,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD1H2026-706-6,Redgrave Dr,Redgrave Dr at Birchleaf Cres to 34 m Southeast of Birchleaf Cres,ETOBICOKE,Local Road,1,43.677500,-79.568050,1786359600000,1787947200000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-706-4,Birchleaf Cres,Birchleaf Cres 98 m Northeast of Redgrave Dr to 3 m Northeast of Redgrave Dr,ETOBICOKE,Local Road,1,43.677910,-79.566960,1782730800000,1784318400000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-706-5,Redgrave Dr,Redgrave Dr 14 m Southeast of Caverley Dr to Birchleaf Cres,ETOBICOKE,Local Road,1,43.677990,-79.568710,1784545200000,1786132800000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-706-3,Birchleaf Cres,Birchleaf Cres 109 m South of Caverley Dr to 98 m Northeast of Redgrave Dr,ETOBICOKE,Local Road,1,43.678190,-79.565850,1780916400000,1782504000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-704-6,Caverley Dr,Caverley Dr at Birchleaf Cres to 115 m Southwest of Birchleaf Cres,ETOBICOKE,Local Road,1,43.679130,-79.566220,1784199600000,1785528000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-704-5,Caverley Dr,Caverley Dr 2 m West of Martin Grove Rd to 1 m Northeast of Birchleaf Cres,ETOBICOKE,Local Road,1,43.679350,-79.565400,1782730800000,1784145600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-704-4,Westwynd Crt,Westwynd Crt 91 m South of Longbourne Dr to 136 m East of Longbourne Dr,ETOBICOKE,Local Road,1,43.679910,-79.566560,1781521200000,1782504000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1H2026-704-3,Longbourne Dr,Longbourne Dr 2 m West of Martin Grove Rd to 1 m East of Westwynd Crt,ETOBICOKE,Local Road,1,43.680890,-79.566090,1780311600000,1781294400000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD042026-472-2,Pape Ave,Pape Ave 32 m South of Bain Ave to Bain Ave,TORONTO,Minor Arterial Road,1,43.672660,-79.342290,1776769200000,1789765200000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD042026-472-3,Bain Ave,Bain Ave at Pape Ave to 43 m East of Pape Ave,TORONTO,Local Road,1,43.672940,-79.342410,1776769200000,1789765200000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD042026-472-1,Pape Ave,Pape Ave 37 m South of Dingwall Ave to 32 m South of Bain Ave,TORONTO,Minor Arterial Road,1,43.673330,-79.342570,1776769200000,1789765200000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD1S2026-392-2,Coxwell Ave,Coxwell Ave at Sammon Ave to 9 m North of Sammon Ave,EAST YORK,Minor Arterial Road,1,43.688780,-79.325860,1787310000000,1789772400000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD1S2026-392-1,Sammon Ave,Sammon Ave 78 m West of Knight St to Coxwell Ave,EAST YORK,Local Road,1,43.689120,-79.324290,1787310000000,1789772400000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD52026-932-1,Cecil St,Cecil St 17 m East of Spadina Ave to 3 m East of Huron St,TORONTO,Local Road,1,43.656140,-79.399090,1776682800000,1782169200000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD042025-500-1,Danforth Rd,Danforth Rd 9 m South of Eglinton Ave E to 33 m South of Eglinton Ave E,SCARBOROUGH,Unknown,1,43.737000,-79.246300,1776398400000,1792209540000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD042025-500-2,Danforth Rd,Danforth Rd at No Frills Lane to 22 m North of No Frills Lane,SCARBOROUGH,Major Arterial Road,1,43.738080,-79.245760,1776398400000,1792209540000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,Metrolinx,
Tor-RD042025-500-3,Danforth Rd,Danforth Rd 16 m North of Eglinton Ave E to 8 m South of No Frills Lane,SCARBOROUGH,Major Arterial Road,1,43.737210,-79.246190,1776398400000,1792209540000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,Metrolinx,
Tor-RD52026-932-2,Cecil St,Cecil St at Huron St to 2 m West of Ross St,TORONTO,Local Road,1,43.656480,-79.397440,1782126000000,1784761200000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-932-3,Cecil St,Cecil St 10 m West of Beverley St to 2 m West of Ross St,TORONTO,Local Road,1,43.656940,-79.395240,1784718000000,1788390000000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD1S2026-458-1,Leslie St,Leslie St 9 m South of Queen St E to 4 m North of Memory Lane,TORONTO,Minor Arterial Road,1,43.663180,-79.330170,1776052800000,1781323140000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Walk-through/staging scaffold,
Tor-RD052025-2532,The Westway,The Westway 77 m West of Kipling Ave to 7 m East of Brampton Rd,ETOBICOKE,Minor Arterial Road,1,43.685430,-79.555630,1775732400000,1782860400000,Low,Low,CONSTRUCTION,,BOTH_DIRECTIONS,"Toronto Transit Commission, Toronto Water, Ministry of Transportation, Other",
Tor-RD1H2026-97-4,St Clair Ave E,St Clair Ave E 15 m East of Pengelly Crt to 23 m East of Pengelly Crt,SCARBOROUGH,Major Arterial Road,1,43.713330,-79.275410,1780318800000,1782849600000,High,None,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD1S2026-11,Lombard St,Lombard St 7 m West of Church St to 4 m East of Barbed Wire Lane,TORONTO,Local Road,1,43.651790,-79.375280,1775707200000,1780286340000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Storage of materials and equipment,
Tor-RD1S2026-447,Bond St,Bond St 10 m North of Ln S Gould E Bond to 9 m South of Gould St,TORONTO,Local Road,1,43.657450,-79.378790,1775707200000,1782878340000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Walk-through/staging scaffold,
Tor-RD042026-411,Edgeware Dr,Edgeware Dr 3 m Southwest of Brown's Line to 11 m East of Foch Ave,ETOBICOKE,Local Road,1,43.594000,-79.542030,1775188800000,1782792000000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD032026-33,College St,College St 1 m West of Bay St to 2 m East of Bay St,TORONTO,Major Arterial Road,1,43.660810,-79.385870,1775181600000,1780300800000,High,High,CONSTRUCTION,,ONE_DIRECTION,Toronto Transit Commission,
Tor-RD52026-856,Erskine Ave,Erskine Ave 15 m West of Mount Pleasant Rd to 14 m East of Yonge St,TORONTO,Local Road,1,43.712580,-79.391920,1782903600000,1790370000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-857,Redpath Ave,Redpath Ave 29 m North of Eglinton Ave E to 13 m South of Erskine Ave,TORONTO,Local Road,1,43.708120,-79.392910,1782903600000,1790370000000,Low,None,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD1H2026-595-1,Tinbury Pl,Tinbury Pl 18 m South of Burrows Hall Blvd to 31 m North of end of road,SCARBOROUGH,Local Road,1,43.794680,-79.225230,1775127600000,1781823600000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Toronto Hydro,
Tor-RD042026-326-2,Eglinton Ave W,Eglinton Ave W 18 m East of Martin Grove Rd to 117 m East of Martin Grove Rd,ETOBICOKE,Major Arterial Road,1,43.674510,-79.562960,1775134800000,1780254000000,High,High,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD042026-326-1,Martin Grove Rd,Martin Grove Rd 2 m North of Eglinton Ave West Trl to 48 m South of Eglinton Ave West Trl,ETOBICOKE,Minor Arterial Road,1,43.674310,-79.563100,1775134800000,1780254000000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Metrolinx,
Tor-RD1S2026-389,Bathurst St,Bathurst St 68 m North of Dundas St W to 89 m North of Dundas St W,TORONTO,Major Arterial Road,1,43.652880,-79.406250,1774929600000,1798693200000,High,High,CONSTRUCTION,,ONE_DIRECTION,Walk-through/staging scaffold,
Tor-RD52026-641-1,Westchester Rd,Westchester Rd 10 m East of Brookhaven Dr to 110 m East of Brookhaven Dr,NORTH YORK,Local Road,1,43.698360,-79.493840,1774954800000,1789254000000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-641-3,Westchester Rd,Westchester Rd 54 m Northwest of Parkchester Rd to 6 m Northwest of Parkchester Rd,NORTH YORK,Unknown,1,43.698880,-79.491420,1774954800000,1789254000000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-641-2,Westchester Rd,Westchester Rd 111 m East of Brookhaven Dr to 56 m Northwest of Parkchester Rd,NORTH YORK,Local Road,1,43.698620,-79.492640,1774954800000,1789254000000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD1S2026-320,Caithness Ave,Caithness Ave 43m South of Glebeholme Blvd,TORONTO,Local Road,1,43.683040,-79.335710,1774411200000,1780199940000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Storage of trailer,
Tor-RD52026-755-1,Highland Ave,Highland Ave 18 m West of Roxborough Dr to Highland Gdns,TORONTO,Local Road,1,43.681950,-79.377330,1774868400000,1782687600000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-755-2,Highland Gdns,Highland Gdns at Highland Ave to 9 m East of end of road,TORONTO,Local Road,1,43.682500,-79.381360,1774868400000,1782687600000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD1S2026-351,Devonshire Pl,Devonshire Pl 114 m South of Bloor St W to 35 m South of Bloor St W,TORONTO,Local Road,1,43.666860,-79.397910,1774843200000,1782878340000,Low,Low,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD52026-313-1,Scarlett Rd,Scarlett Rd 16 m Northwest of Saxony Cres to 22 m Southeast of Saxony Cres,ETOBICOKE,Major Arterial Road,1,43.690980,-79.516040,1773054000000,1787693400000,High,High,CONSTRUCTION,,ONE_DIRECTION,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD52026-313-2,Saxony Cres,Saxony Cres 80 m Southwest of Scarlett Rd to 11 m Southwest of Scarlett Rd,ETOBICOKE,Local Road,1,43.690570,-79.516840,1773054000000,1787693400000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Transportation Services""""",
Tor-RD022026-47,Adelaide St W,Adelaide St W 55 m West of Duncan St to 32 m East of John St,TORONTO,Major Arterial Road,1,43.648060,-79.389310,1774411200000,1798779540000,High,High,CONSTRUCTION,,ONE_DIRECTION,Long term construction staging,
Tor-RD012026-405-1,Dufferin St,Dufferin St 3 m North of Peel Ave to 7 m South of Alma Ave,TORONTO,Minor Arterial Road,1,43.643820,-79.429200,1785762000000,1786737600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Telecommunications,
Tor-RD012026-405-2,Dufferin St,Dufferin St at Peel Ave to 15 m North of Peel Ave,TORONTO,Minor Arterial Road,1,43.643790,-79.429190,1785762000000,1786737600000,Low,None,CONSTRUCTION,,ONE_DIRECTION,Telecommunications,
Tor-RD52026-368,Craig Alan Crt,Craig Alan Crt 16 m East of Chapman Rd to 6 m Southwest of end of road,ETOBICOKE,Local Road,1,43.689070,-79.518430,1773054000000,1788562800000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-377-1,Korol Ave,Korol Ave 12 m South of Emery Crcl to Emery Crcl,ETOBICOKE,Local Road,1,43.695720,-79.536520,1773140400000,1788649200000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,ONE_DIRECTION,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-377-5,Emery Crcl,Emery Crcl 2 m East of Humber Creek Trl to 8 m West of Humber Creek Trl,ETOBICOKE,Local Road,1,43.695810,-79.536690,1773140400000,1788649200000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-377-4,Emery Crcl,Emery Crcl at Korol Ave to 4 m West of Humber Creek Trl,ETOBICOKE,Local Road,1,43.695820,-79.536570,1773140400000,1788649200000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,ONE_DIRECTION,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-377-3,Korol Ave,Korol Ave 14 m South of Emery Crcl to Emery Crcl,ETOBICOKE,Local Road,1,43.695710,-79.536520,1773140400000,1788649200000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,ONE_DIRECTION,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-377-2,Emery Crcl,Emery Crcl at Korol Ave to 17 m East of Korol Ave,ETOBICOKE,Local Road,1,43.695820,-79.536570,1773140400000,1788649200000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,ONE_DIRECTION,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-381,Matane Crt,Matane Crt at end of road to 69 m South of end of road,ETOBICOKE,Local Road,1,43.688530,-79.520710,1773140400000,1788562800000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-391-4,Drury Lane,Drury Lane 32 m South of Munhall Rd to 76 m South of Munhall Rd,ETOBICOKE,Local Road,1,43.689660,-79.525160,1773140400000,1788562800000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-391-5,Drury Lane,Drury Lane 4 m South of Munhall Rd to 39 m South of Munhall Rd,ETOBICOKE,Local Road,1,43.689900,-79.525270,1773140400000,1788562800000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-391-3,Drury Lane,Drury Lane 95 m Southeast of Munhall Rd to 76 m South of Munhall Rd,ETOBICOKE,Local Road,1,43.689330,-79.524450,1773140400000,1788562800000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-391-2,Drury Lane,Drury Lane 97 m Southeast of Munhall Rd to 82 m North of Chapman Rd,ETOBICOKE,Local Road,1,43.689340,-79.524400,1773140400000,1788562800000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-391-1,Drury Lane,Drury Lane 2 m North of Chapman Rd to 77 m North of Chapman Rd,ETOBICOKE,Local Road,1,43.688850,-79.523290,1773140400000,1788562800000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Other""""",
Tor-RD52026-685-2,Fallingbrook Cres,Fallingbrook Cres at Fallingbrook Dr to 20 m Southwest of Fallingbrook Dr,SCARBOROUGH,Local Road,1,43.676540,-79.275690,1774436400000,1790285400000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD52026-685-1,Fallingbrook Dr,Fallingbrook Dr 116 m South of Fallingbrook Wds to Fallingbrook Cres,SCARBOROUGH,Local Road,1,43.677830,-79.274610,1774436400000,1790285400000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,ONE_DIRECTION,"{tabledata"":[{""Option"":""Toronto Water""""",
Tor-RD042026-353,Danforth Rd,Danforth Rd 9 m South of Thicketwood Dr to 42 m North of Savarin St,SCARBOROUGH,Major Arterial Road,1,43.744710,-79.244730,1774436400000,1789858800000,High,High,CONSTRUCTION,,BOTH_DIRECTIONS,Other,
Tor-RD52026-684,Learmont Dr,Learmont Dr 7 m West of Kipling Ave to 12 m East of Brampton Rd,ETOBICOKE,Local Road,1,43.690100,-79.556800,1774436400000,1801612800000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,"{tabledata"":[{""Option"":""Other""""",
Tor-RD062025-2240-1,Kennedy Rd,Kennedy Rd 4 m North of Pently Cres to 31 m North of Pently Cres,SCARBOROUGH,Major Arterial Road,1,43.779910,-79.286680,1794924000000,1797364800000,High,None,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD062025-2240-2,Kennedy Rd,Kennedy Rd 28 m North of Cowdray Crt to 50 m North of Cowdray Crt,SCARBOROUGH,Major Arterial Road,1,43.780760,-79.287000,1794924000000,1797364800000,High,None,CONSTRUCTION,,ONE_DIRECTION,Other,
Tor-RD042026-334-2,Beth Nealson Dr,Beth Nealson Dr 6 m North of Thorncliffe Park Dr to 21 m North of Hepc,EAST YORK,Unknown,1,43.709350,-79.344490,1774238400000,1786766340000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Metrolinx,
Tor-RD042026-334-1,Beth Nealson Dr,Beth Nealson Dr 12 m South of Wicksteed Ave to 6 m North of Thorncliffe Park Dr,EAST YORK,Unknown,1,43.713300,-79.346450,1774238400000,1786766340000,Low,Low,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,BOTH_DIRECTIONS,Metrolinx,
